Date,Close points,Open points,Maximum points,Minimum Points,Volume,Variation
02.08.2013,"48474,04","49140,78","49549,87","48448,3","4,49M","-1,36%"
01.08.2013,"49140,78",48235,"49281,33",48235,"4,69M","1,88%"
31.07.2013,"48234,49","48558,25","48823,7","48139,64","4,94M","-0,67%"
30.07.2013,"48561,78","49220,23","49669,15","48560,28","5,51M","-1,32%"
29.07.2013,"49212,33","49414,43","49461,16","48975,24","3,29M","-0,42%"
26.07.2013,"49422,05","49068,08","49422,1","48632,72","4,00M","0,72%"
25.07.2013,"49066,75","48371,68","49122,81","48006,85","4,94M","1,43%"
24.07.2013,"48374,23","48815,55","48887,73","47998,92","5,01M","-0,91%"
23.07.2013,"48819,52","48579,49","49379,07","48579,49","4,58M","0,51%"
22.07.2013,"48574,09","47407,17","48879,39","47407,17","4,13M","2,48%"
19.07.2013,"47400,23","47650,26","47650,26",47163,"3,47M","-0,54%"
18.07.2013,"47656,92","47404,42","48056,89","47092,82","4,29M","0,53%"
17.07.2013,"47407,31","46869,29","47710,1","46869,29","5,18M","1,15%"
16.07.2013,"46869,29","46748,92","47329,7","46416,78","4,78M","0,28%"
15.07.2013,"46738,9","45533,24","46839,9","45533,24","4,84M","2,65%"
12.07.2013,"45533,24","46624,21","46624,21","45528,67","5,36M","-2,34%"
11.07.2013,"46626,26","45493,56","46719,05","45493,56","5,59M","2,51%"
10.07.2013,"45483,43","45142,09","45955,32","45142,09","4,87M","0,90%"
08.07.2013,"45075,5","45211,42","45740,37","44838,92","4,66M","-0,30%"
05.07.2013,"45210,49","45756,93","45756,93","44107,06","6,99M","-1,21%"
04.07.2013,"45763,16","45046,24","46097,03","45046,24","5,10M","1,60%"
03.07.2013,"45044,03","45227,18","45826,8",44552,"7,00M","-0,41%"
02.07.2013,"45228,95","47221,61","47221,61","44818,64","8,12M","-4,24%"
01.07.2013,"47229,59","47457,9","47674,01","46675,95","6,66M","-0,48%"
28.06.2013,"47457,13","47609,02","47638,6","47058,94","5,75M","-0,32%"
27.06.2013,"47609,46","47134,88","48053,15","47134,88","5,57M","0,93%"
26.06.2013,"47171,98","46903,29","47725,03","46903,29","5,64M","0,59%"
25.06.2013,"46893,04","45966,75","47119,15","45966,75","4,77M","2,02%"
24.06.2013,"45965,05","47038,97","47038,97","45405,94","6,30M","-2,32%"
21.06.2013,"47056,04","48209,44","48209,44","46917,82","6,42M","-2,40%"
20.06.2013,"48214,43","47884,37","48214,43","45929,82","8,79M","0,67%"
19.06.2013,"47893,06","49456,96","49698,2","47838,39","6,58M","-3,18%"
18.06.2013,"49464,94","49088,98","49550,32","48414,03","5,98M","0,77%"
17.06.2013,"49088,65","49336,66","50123,3","49074,42","5,32M","-0,49%"
14.06.2013,"49332,34","50415,23","50655,93","49329,71","5,83M","-2,15%"
13.06.2013,"50414,89","49758,4","50444,11","48968,03","6,23M","2,51%"
12.06.2013,"49180,58","49777,4","50380,13","48746,14","7,78M","-1,18%"
11.06.2013,"49769,93","51314,33","51314,33","49708,5","5,56M","-3,01%"
10.06.2013,"51316,65","51618,63","51835,51","51159,85","4,69M","-0,59%"
07.06.2013,"51618,63","52876,77","52876,77","51427,73","5,64M","-2,39%"
06.06.2013,"52884,83","52813,29","52937,07","52244,1","4,09M","0,16%"
05.06.2013,"52798,63","54019,42","54206,54","52773,96","4,63M","-2,26%"
04.06.2013,"54017,9","53944,36","54289,07","53497,96","4,31M","0,14%"
03.06.2013,"53944,36","53512,25","53993,32","53143,42","4,34M","0,82%"
31.05.2013,"53506,08","54632,53","54775,79","52942,22","8,79M","-2,07%"
29.05.2013,"54634,69","56032,13","56032,13","54634,69","5,00M","-2,50%"
28.05.2013,"56036,26","56399,27","56978,67","56008,52","4,18M","-0,64%"
27.05.2013,"56395,94","56414,73","56562,35","56352,61","2,05M","-0,02%"
24.05.2013,"56406,21","56349,91","56506,04","55901,06","4,85M","0,10%"
23.05.2013,"56349,91","56423,39","56423,39","55379,26","4,07M","-0,14%"
22.05.2013,"56429,27","56268,62","57098,62","56036,99","4,87M","0,29%"
21.05.2013,"56265,32","55698,55","56265,32","55378,89","3,90M","1,01%"
20.05.2013,"55700,77","55161,95","55704,57","54630,26","4,16M","0,97%"
17.05.2013,"55164,27","54779,57","55489,38","54779,57","4,07M","0,72%"
16.05.2013,"54772,62","54943,26","55538,62","54592,32","5,08M","-0,30%"
15.05.2013,"54936,41","54667,9","55215,64","54487,57","4,90M","0,49%"
14.05.2013,"54666,82","54442,45","55029,81","54326,92","5,09M","0,40%"
13.05.2013,"54447,77","55105,81","55105,81","54388,81","3,96M","-1,20%"
10.05.2013,"55107,8","55445,64","55445,64","54831,69","5,32M","-0,61%"
09.05.2013,"55447,56","55804,8","56071,93","54905,26","4,80M","-0,64%"
08.05.2013,"55804,8","56280,83","56813,65","55804,8","6,52M","-0,83%"
07.05.2013,"56274,66","55428,83","56450,43","55206,72","6,24M","1,52%"
06.05.2013,"55429,88","55487,9","55541,73","54651,57","6,45M","-0,10%"
03.05.2013,"55488,08","55329,51","56366,29","55329,51","8,86M","0,30%"
02.05.2013,"55321,93","55918,73","55918,73","55103,93","5,44M","-1,05%"
30.04.2013,"55910,37","54888,27","55910,37","54584,95","7,14M","1,86%"
29.04.2013,"54887,25","54253,72","55335,83","54253,72","5,93M","1,17%"
26.04.2013,"54252,04","54963,32","55033,92","54146,57","4,66M","-1,29%"
25.04.2013,"54963,32","54989,18","55543,92",54792,"4,35M","-0,04%"
24.04.2013,"54984,23","54875,06","55546,48","54722,56","3,95M","0,18%"
23.04.2013,"54884,75","54301,03",55282,"54164,91","5,37M","1,08%"
22.04.2013,"54297,73","53926,5","54297,97","53419,9","4,17M","0,68%"
19.04.2013,"53928,92","53168,92","54017,87","53168,92","3,73M","1,44%"
18.04.2013,"53165,91","52886,6","53473,82","52391,52","4,55M","0,54%"
17.04.2013,"52881,96","53984,01","53984,01","52540,44","7,41M","-2,05%"
16.04.2013,"53990,83","52952,86","54095,06","52952,86","4,35M","1,97%"
15.04.2013,"52949,93","54951,9","54951,9","52949,93","4,71M","-3,66%"
12.04.2013,"54962,65","55398,42","55530,62","54458,1","4,81M","-0,79%"
11.04.2013,"55400,91","56189,83","56283,65","55173,52","3,84M","-1,40%"
10.04.2013,"56186,56","55913,41","56975,82","55913,41","5,39M","0,49%"
09.04.2013,"55912,04","55100,83","56304,6","55100,83","5,19M","1,49%"
08.04.2013,"55092,31","55048,75","55136,34","54333,3","5,50M","0,08%"
05.04.2013,"55050,6","54646,07","55226,74","53794,47","5,97M","0,74%"
04.04.2013,"54648,15","55562,74","55579,41","54432,05","4,57M","-1,65%"
03.04.2013,"55562,74","54888,22","55573,8","54739,72","4,48M","1,23%"
02.04.2013,"54889,1","55900,63","56257,34","54809,26","3,59M","-1,81%"
01.04.2013,"55902,18","56348,07","56348,07","55896,6","2,76M","-0,80%"
28.03.2013,"56352,09","56035,45","56373,7","55873,53","4,37M","0,57%"
27.03.2013,"56034,29","55676,78","56177,85","55129,57","4,05M","0,65%"
26.03.2013,"55671,39","54878,68","55763,34","54878,68","3,76M","1,45%"
25.03.2013,"54873,12","55250,06","55450,26","54647,97","3,85M","-0,67%"
22.03.2013,"55243,4","55576,67","55893,25","55097,97","3,74M","-0,60%"
21.03.2013,"55576,67","56025,39","56043,7","55382,45","4,37M","-0,81%"
20.03.2013,"56030,03","56360,72","56396,16","55831,35","4,18M","-0,59%"
19.03.2013,"56361,24","56972,96","57037,99","56099,9","3,83M","-1,07%"
18.03.2013,"56972,96","56868,76","57151,85","56139,18","3,74M","0,18%"
15.03.2013,"56869,28","57274,83","57532,36","56805,27","5,18M","-0,72%"
14.03.2013,"57281,02","57385,56","57850,2","56722,47","4,58M","-0,18%"
13.03.2013,"57385,9","58204,14","58410,67","57285,74","4,54M","-1,41%"
12.03.2013,"58208,61","58542,43","58709,47","58112,59","3,81M","-0,57%"
11.03.2013,"58544,79","58440,49","58546,69","57800,36","4,13M","0,19%"
08.03.2013,"58432,75","58841,63","59031,27","58128,87","4,13M","-0,70%"
07.03.2013,"58846,81","57939,66","59472,49","57939,66","6,34M","1,56%"
06.03.2013,"57940,14","55953,35","58149,84","55953,35","5,81M","3,56%"
05.03.2013,"55950,73","56508,07","57226,86","55950,73","4,26M","-0,97%"
04.03.2013,"56499,17","56877,8","56877,8","56067,07","4,03M","-0,68%"
01.03.2013,"56883,99","57422,21","57422,21","56525,66","3,89M","-0,94%"
28.02.2013,"57424,29","57273,1","57798,48","56925,18","4,44M","0,26%"
27.02.2013,"57273,88","56948,35","57402,28","56684,5","5,03M","0,57%"
26.02.2013,"56948,87","56616,07","57007,27","56047,16","4,51M","0,59%"
25.02.2013,"56617,56","56697,56","57157,14","56418,75","3,97M","-0,14%"
22.02.2013,"56697,06","56158,58","56742,25","56106,88","5,11M","0,97%"
21.02.2013,"56154,68","56152,66","56227,24","55430,26","4,92M","-0,04%"
20.02.2013,"56177,6","57312,46","57568,89","56034,29","4,95M","-1,98%"
19.02.2013,"57314,4","57619,38","58060,89","57233,95","3,92M","-0,52%"
18.02.2013,"57613,9","57905,69","57929,12","57420,3","2,70M","-0,50%"
15.02.2013,"57903,3","58075,64","58352,45","57801,67","3,44M","-0,30%"
14.02.2013,"58077,31","58405,74","58405,74","57750,7","2,39M","-0,56%"
13.02.2013,"58405,74","58494,5","58754,45","58251,89","2,80M","-0,16%"
08.02.2013,"58497,83","58374,1","58638,39","58024,56","3,15M","0,21%"
07.02.2013,"58372,46","58936,31","59435,43","58115,51","4,07M","-0,98%"
06.02.2013,"58951,07","59441,63","59582,09","58587,81","4,41M","-0,83%"
05.02.2013,"59444,97","59575,66","59974,37","59132,34","4,43M","-0,22%"
04.02.2013,"59575,66","60350,37","60350,37","59256,01","3,35M","-1,28%"
01.02.2013,"60351,16","59764,49","60496,05","59742,4","3,41M","0,99%"
31.01.2013,"59761,49","59344,44","59771,23","59114,02","4,75M","0,72%"
30.01.2013,"59336,7","60404,64","60404,64","59305,44","4,66M","-1,77%"
29.01.2013,"60406,33",60027,"60427,64","59757,7","3,19M","0,63%"
28.01.2013,"60027,07","61177,74","61312,86","59921,35","3,43M","-1,87%"
24.01.2013,"61169,83","61965,59","62249,42","60838,29","3,61M","-1,29%"
23.01.2013,"61966,26","61692,29","61969,36","61542,52","3,21M","0,44%"
22.01.2013,"61692,29","61904,35","61995,23","61534,06","3,47M","-0,34%"
21.01.2013,"61899,71","61962,34","62051,78","61804,24","2,14M","-0,09%"
18.01.2013,"61956,14","62196,86","62395,2","61822,46","3,50M","-0,38%"
17.01.2013,"62194,06","61806,18","62309,42","61683,11","3,38M","0,66%"
16.01.2013,"61787,35","61725,63","61787,35","61241,06","2,79M","0,10%"
15.01.2013,"61727,61","62078,96","62151,36","61694,62","3,82M","-0,57%"
14.01.2013,"62080,79","61511,35","62284,76","61511,35","3,48M","0,95%"
11.01.2013,"61497,43","61661,87","61682,83",61198,"3,16M","-0,29%"
10.01.2013,"61678,31","61578,02","61947,2","61156,05","4,10M","0,16%"
09.01.2013,"61578,58","61128,79","61811,77","61102,69","3,24M","0,74%"
08.01.2013,"61127,84","61932,87","62264,99","61080,92","3,84M","-1,30%"
07.01.2013,"61932,54","62523,06","62698,87","61639,34","3,99M","-0,94%"
04.01.2013,"62523,06","63314,22","63314,22","62414,98","6,23M","-1,25%"
03.01.2013,"63312,46","62555,04","63472,55","62341,48","3,36M","1,22%"
02.01.2013,"62550,1","60990,34","62886,96","60990,34","3,74M","2,62%"
28.12.2012,"60952,08","60415,95","61066,34","60415,95","2,63M","0,89%"
27.12.2012,"60415,95","60963,66","61191,26","60232,51","2,85M","-0,89%"
26.12.2012,"60959,79","61002,73","61322,17","60860,95","2,60M","-0,08%"
21.12.2012,"61007,03","61270,79","61270,79","60221,04","3,16M","-0,44%"
20.12.2012,"61276,12","60991,87","61276,12","60621,68","3,08M","0,46%"
19.12.2012,"60998,34","60460,73","61212,33","60395,57","4,43M","0,89%"
18.12.2012,"60460,73","59568,29","60538,73","59565,27","4,36M","1,50%"
17.12.2012,"59566,52","59604,41","59914,09","59322,71","3,11M","-0,06%"
14.12.2012,"59604,92","59319,83","59824,35","59272,85","3,41M","0,49%"
13.12.2012,"59316,75","59458,6","59968,66","59153,76","3,57M","-0,26%"
12.12.2012,"59474,18","59625,54","59858,53","59290,68","4,75M","-0,25%"
11.12.2012,"59623,34","59257,43","59746,87","58950,76","3,99M","0,63%"
10.12.2012,"59248,23","58467,91","59248,23","58090,95","3,06M","1,30%"
07.12.2012,"58487,32","57656,42","58594,03","57635,6","3,04M","1,44%"
06.12.2012,"57656,42","57684,76","57860,15","57128,67","3,20M","-0,04%"
05.12.2012,"57678,62","57596,93","58126,86","57231,43","3,58M","0,20%"
04.12.2012,"57563,23","58211,51","58519,56","57546,53","3,94M","-1,10%"
03.12.2012,"58202,35","57479,38","58332,48","57479,38","3,49M","1,27%"
30.11.2012,"57474,57","57845,08","58030,54","56704,1","5,05M","-0,65%"
29.11.2012,"57852,53","56562,17","57852,53","56562,17","3,40M","2,32%"
28.11.2012,"56539,4","56205,84","56590,93","55685,72","3,47M","0,52%"
27.11.2012,"56248,09","56737,1","57419,83","56248,09","3,55M","-0,86%"
26.11.2012,"56737,1","57571,44","57572,19","56501,67","2,75M","-1,45%"
23.11.2012,"57574,03","56438,59","57574,03","56247,86","3,18M","2,01%"
22.11.2012,"56436,97","56245,41","56642,79","56242,49","2,15M","0,35%"
21.11.2012,"56242,12","56453,44","56789,16","55946,1","3,59M","-0,37%"
19.11.2012,"56450,86","55387,4","56666,23","55387,4","2,78M","1,89%"
16.11.2012,"55402,33","56276,66","56276,66","55125,56","3,47M","-1,56%"
14.11.2012,"56279,36","57472,27","57472,27","56038,37","3,61M","-2,10%"
13.11.2012,"57486,07","57048,98","57529,42","56593,18","3,36M","0,74%"
12.11.2012,"57064,31","57357,9","57712,2","56987,62","2,07M","-0,51%"
09.11.2012,"57357,71","57516,89","58108,93","56861,95","4,25M","-0,29%"
08.11.2012,"57524,45","58522,69","59007,92","57420,19","3,20M","-1,70%"
07.11.2012,"58517,35","59460,27","59460,27","58274,14","3,08M","-1,58%"
06.11.2012,"59458,59","58220,49","59560,83","58173,63","3,47M","2,15%"
05.11.2012,"58209,76","58374,29","58374,29","57550,95","2,62M","-0,30%"
01.11.2012,"58382,68","57065,39","58382,68","56959,94","2,98M","2,30%"
31.10.2012,"57068,18","57682,24","57935,41","56929,03","2,79M","-1,07%"
30.10.2012,"57683,76","57178,08","57763,82","57178,08","1,61M","0,89%"
29.10.2012,"57176,58","57266,83","57266,83","56580,85","1,71M","-0,17%"
26.10.2012,"57276,81","57833,44","57833,44","57060,99","3,00M","-0,97%"
25.10.2012,"57836,78","57160,74","58273,55","57160,74","3,15M","1,18%"
24.10.2012,"57160,74","57685,63","57985,95","57158,65","2,93M","-0,92%"
23.10.2012,"57690,24","58678,92","58678,92","57387,79","3,40M","-1,72%"
22.10.2012,"58700,3","58924,81","59204,62","58540,97","2,80M","-0,38%"
19.10.2012,"58922,04","59701,02","59846,13","58782,08","3,00M","-1,36%"
18.10.2012,"59733,9","60087,38","60087,38","59321,52","3,32M","-0,59%"
17.10.2012,"60087,29","59742,4","60397,85","59682,88","4,21M","0,57%"
16.10.2012,"59743,87","59602,21","60411,52","59484,16","3,25M","0,24%"
15.10.2012,"59601,71","59164,26","59757,71","58789,83","3,12M","0,74%"
11.10.2012,"59161,72","58460,02","59359,63","58460,02","2,82M","1,21%"
10.10.2012,"58456,28","58944,13","59319,88","58340,53","2,78M","-0,82%"
09.10.2012,"58939,46","59318,84","59696,58","58615,57","3,15M","-0,64%"
08.10.2012,"59317,15","58571,59","59317,85","58169,6","2,60M","1,27%"
05.10.2012,"58571,59","58460,25","59440,58","58414,42","3,24M","0,19%"
04.10.2012,58458,"58627,49","59002,07","58104,97","3,37M","-0,29%"
03.10.2012,"58627,33","59222,08","59483,26","58541,87","3,20M","-1,00%"
02.10.2012,"59222,08","59574,68","60090,61","59027,58","3,20M","-0,59%"
01.10.2012,"59570,8","59171,24","60215,51","59171,24","2,76M","0,67%"
28.09.2012,"59175,86","60239,79","60239,79","58864,37","3,69M","-1,77%"
27.09.2012,"60239,79","60482,86","60888,83","59876,33","3,81M","-0,39%"
26.09.2012,"60478,05","60506,24","60506,24","59724,75","3,14M","-0,04%"
25.09.2012,"60501,1","61913,2","61947,23","60357,18","3,87M","-2,28%"
24.09.2012,"61909,99","61319,09","61931,64","61075,11","3,33M","0,96%"
21.09.2012,"61320,07","61694,81","62223,38","61300,05","2,99M","-0,60%"
20.09.2012,"61687,97","61651,83","61908,39","60960,61","2,92M","0,06%"
19.09.2012,"61651,83","61806,12","62514,28","61518,9","3,39M","-0,25%"
18.09.2012,"61804,33","61805,75","62131,76","61446,85","3,20M","-0,00%"
17.09.2012,"61805,98","62105,75","62691,86","61551,85","3,90M","-0,48%"
14.09.2012,"62105,47","61954,87","63428,28","61823,43","5,82M","0,24%"
13.09.2012,"61958,12","59920,71","62116,61","59629,04","5,97M","3,40%"
12.09.2012,"59921,8","59428,91","60135,78","59205,35","4,85M","0,84%"
11.09.2012,"59422,55","58404,68","59514,81","58404,08","3,85M","1,74%"
10.09.2012,"58404,1","58324,63","59420,96","58324,63","3,51M","0,14%"
06.09.2012,"58321,24","56868,2","58328,33","56868,2","3,62M","2,56%"
05.09.2012,"56863,91","56236,32","56904,02","56236,32","3,31M","1,12%"
04.09.2012,"56233,9","57272,08","57272,08","56202,5","3,24M","-1,83%"
03.09.2012,"57281,45","57065,06","57456,87","56954,47","2,32M","0,39%"
31.08.2012,"57061,45","57257,43","57834,73","56719,36","5,75M","-0,34%"
30.08.2012,"57256,43","57365,86","57507,82","56900,85","3,13M","-0,20%"
29.08.2012,"57369,19","58413,68","58552,67","57060,95","4,11M","-1,78%"
28.08.2012,"58406,4","58108,86","58745,24","57976,17","2,73M","0,51%"
27.08.2012,"58111,46","58424,36","58461,74","57852,74","2,34M","-0,54%"
24.08.2012,"58425,76","58510,69","58750,42","57833,06","3,21M","-0,15%"
23.08.2012,"58511,55","59381,56","59381,56","58145,43","3,34M","-1,46%"
22.08.2012,"59380,76","58917,73","59584,6","58442,54","3,71M","0,79%"
21.08.2012,"58917,73","59297,6","60208,85","58684,16","3,93M","-0,62%"
20.08.2012,"59283,09","59082,88","59462,33","58629,18","3,00M","0,34%"
17.08.2012,"59082,37","59443,15","59822,4","58943,89","2,95M","-0,61%"
16.08.2012,"59445,79","58190,19","59543,61","58190,19","3,48M","2,16%"
15.08.2012,"58189,28","58082,92","58374,74","57630,11","4,58M","0,18%"
14.08.2012,"58082,92","59122,74","59605,11","57903,99","3,53M","-1,76%"
13.08.2012,"59122,74","59280,83","59543,16","58600,68","2,54M","-0,27%"
10.08.2012,"59280,93","58774,27","59365,43","58127,92","3,08M","0,82%"
09.08.2012,"58797,13","58949,78","59201,79","58115,01","2,86M","-0,26%"
08.08.2012,"58950,98","57723,08","58963,63","57603,14","3,23M","2,12%"
07.08.2012,"57725,66","58342,84","59316,14","57678,65","3,45M","-1,06%"
06.08.2012,"58344,61","57255,02","58995,91","56893,19","3,61M","1,90%"
03.08.2012,"57255,22","55523,58","57399,37","55523,58","3,58M","3,12%"
02.08.2012,"55520,4","56288,58","56288,58","55239,02","2,84M","-1,37%"
01.08.2012,"56291,93",56091,56735,55425,"1,32M","0,35%"
31.07.2012,"56097,05","57242,83","57465,94","56097,05","692,08K","-2,00%"
30.07.2012,"57240,92","56550,61","57240,92","56089,96","2,97M","1,22%"
27.07.2012,"56553,12","54024,19","57046,3","54024,19","4,67M","4,72%"
26.07.2012,"54002,72","52638,42","54126,31","52638,42","3,02M","2,65%"
25.07.2012,"52607,54","52658,46","53232,62","52345,81","2,22M","-0,06%"
24.07.2012,"52638,63","53037,82","53416,1","52399,02","2,76M","-0,75%"
23.07.2012,"53033,96","54183,29","54183,29","52212,92","2,81M","-2,14%"
20.07.2012,"54194,79","55337,37","55337,37","54137,6","2,86M","-2,08%"
19.07.2012,"55346,65","54587,83","55490,84","54587,83","2,88M","1,40%"
18.07.2012,"54583,13","53908,82","54587,5","53551,46","2,30M","1,25%"
17.07.2012,"53909,47","53402,58","54037,28","53118,5","2,52M","0,95%"
16.07.2012,"53401,8","54315,89","54418,25","53215,81","2,82M","-1,71%"
13.07.2012,"54330,51","53421,95","54427,51","53420,33","2,78M","1,70%"
12.07.2012,"53420,87","53563,56","53615,77","52489,08","3,05M","-0,28%"
11.07.2012,"53569,14","53708,42","54135,48","53232,74","2,97M","-0,25%"
10.07.2012,"53705,82","55392,42","55588,2","53667,73","3,47M","-3,05%"
06.07.2012,"55394,05","56376,09","56376,09","54967,22","2,70M","-1,75%"
05.07.2012,"56379,06","56083,48","56943,09","55828,18","3,13M","0,54%"
04.07.2012,"56076,82","55780,32","56322,19","55485,39","1,72M","0,53%"
03.07.2012,"55780,32","54703,51","56228,3","54703,51","4,06M","1,99%"
02.07.2012,"54692,79","54355,43","54753,84","53960,78","2,87M","0,62%"
29.06.2012,"54354,63","52656,26","54354,63","52656,26","3,74M","3,23%"
28.06.2012,"52652,25","53106,58","53305,99","52271,27","3,53M","-0,86%"
27.06.2012,"53108,93","53837,07","54005,92","53083,76","3,83M","-1,35%"
26.06.2012,"53836,57","53805,59","54193,25","53397,6","2,71M","0,06%"
25.06.2012,"53805,38","55405,71","55405,71","53694,12","2,16M","-2,95%"
22.06.2012,"55439,5","55518,04","56019,35","55083,33","2,48M","-0,12%"
21.06.2012,"55505,17","57162,02","57218,09","55505,17","2,60M","-2,91%"
20.06.2012,"57166,55","57196,13","57611,46","56528,73","3,20M","-0,05%"
19.06.2012,"57195,49","56210,07","57567,4","56210,07","3,66M","1,78%"
18.06.2012,"56195,21","56066,04","56578,65","55486,34","2,96M","0,16%"
15.06.2012,"56104,69","55349,45","56104,69","55202,78","3,90M","1,36%"
14.06.2012,"55351,67","55641,01","55768,92","54952,35","3,30M","-0,54%"
13.06.2012,"55650,51","55041,48","55988,8","54523,49","4,19M","1,09%"
12.06.2012,"55049,03","54001,45","55049,03","53906,1","3,89M","1,94%"
11.06.2012,"54001,45","54434,12","55400,91","53904,5","2,74M","-0,79%"
08.06.2012,"54429,85","54149,69",54432,"53684,93","2,63M","0,51%"
06.06.2012,"54156,04","52486,29","54194,55","52486,29","3,54M","3,19%"
05.06.2012,"52481,44","53413,16","53917,35","52481,44","2,53M","-1,75%"
04.06.2012,"53416,75","53407,54","53959,82","53367,46","2,36M","0,03%"
